"","Longitude","Latitude","References","MAT","MAP","Vegetation","RSLR","CAR","TSM","mtidalrng","mhws","DEM.Elevation","Cyclong.frequency","modeledCN","NAR"
"17",-81.7,26,"Lynch et al. 1989",23.4,1306,"Mangrove",1.4,90,4.3,0.94,0.71,2.07,6.68,20.5086902877538,4.38838359433128
"18",-81.7,26,"Lynch et al. 1989",23.4,1306,"Mangrove",1.6,91,4.3,0.94,0.71,2.02,6.68,20.5086902877538,4.43714341204607
"19",-81.7,26,"Lynch et al. 1989",23.4,1306,"Mangrove",1.7,99,4.3,0.94,0.71,2.53,6.69,20.5086902877538,4.8272219537644
"20",-81.78,26.08,"Marchio et al 2016",23.4,1306,"Mangrove",2.4,21,4.59,0.92,0.7,1.07,6.36,20.5086902877538,1.02395617201063
"21",-81.78,26.1,"Marchio et al 2016",23.4,1306,"Mangrove",2.4,47,4.59,0.92,0.7,4.89,6.29,20.5086902877538,2.29171143259522
"22",-81.78,26.1,"Marchio et al 2016",23.4,1306,"Mangrove",2.4,74,4.59,0.92,0.7,2.45,6.3,20.5086902877538,3.6082265108946
"23",-81.78,26.1,"Marchio et al 2016",23.4,1306,"Mangrove",2.4,126,4.59,0.92,0.7,3.19,6.3,20.5086902877538,6.14373703206379
"24",-81.77,26.09,"Marchio et al 2016",23.4,1306,"Mangrove",2.4,50,4.59,0.92,0.7,2.32,6.34,20.5086902877538,2.4379908857396
"25",-81.78,26.09,"Marchio et al 2016",23.4,1306,"Mangrove",2.4,127,4.59,0.92,0.7,0,6.32,20.5086902877538,6.19249684977858
"26",-81.78,26.09,"Marchio et al 2016",23.4,1306,"Mangrove",2.4,162,4.59,0.92,0.7,1.32,6.34,20.5086902877538,7.8990904697963
"27",-81,25.2,"Smoak et al 2013",23.8,1255,"Mangrove",2.5,448.76,7.77,2.23,1.32,1,8.01,20.5086902877538,21.88145579769
"28",-81.1,25.4,"Smoak et al 2013",23.6,1269,"Mangrove",3.6,100,7.77,2.23,1.32,2.67,7.83,20.5086902877538,4.8759817714792
"29",-35.1,-8.7,"Sanders et al.2010a",24.2,1738,"Mangrove",5,410,4.46,1.71,1.16,3.88,NA,20.5086902877538,19.9915252630647
"30",-48.3,-25.3,"Sanders et al. 2010c",21.5,2241,"Mangrove",2.5,317,3.83,1.49,1.18,NA,NA,20.5086902877538,15.456862215589
"31",-48.3,-25.3,"Sanders et al. 2010c",21.5,2241,"Mangrove",2.9,337,3.83,1.49,1.18,NA,NA,20.5086902877538,16.4320585698849
"32",146.3,-18.5,"Sanders et al. 2010b",24.1,2135,"Mangrove",1.48,336,3.54,2.28,1.89,0,6.8,20.5086902877538,16.3832987521701
"33",146.3,-18.5,"Sanders et al. 2010c",24.1,2135,"Mangrove",1.48,48,3.54,2.28,1.89,0,6.8,20.5086902877538,2.34047125031001
"34",-44.7,-23.2,"Sanders et al. 2010c",20.9,2014,"Mangrove",4,393,1.15,1.12,0.93,0,NA,20.5086902877538,19.1626083619132
"35",-48.3,-25.3,"Sanders et al. 2010a",21.5,2241,"Mangrove",3.9,362,3.83,1.49,1.18,NA,NA,20.5086902877538,17.6510540127547
"36",-91.5,18.7,"Lynch 1989",26.4,1343,"Mangrove",2.4,53,10.35,1.19,0.68,0,3.85,20.5086902877538,2.58427033888397
"37",-91.5,18.7,"Lynch 1989",26.4,1343,"Mangrove",2.4,55,10.35,1.19,0.68,0,3.85,20.5086902877538,2.68178997431356
"38",-91.5,18.7,"Lynch 1989",26.4,1343,"Mangrove",2.4,65,10.35,1.19,0.68,0,3.85,20.5086902877538,3.16938815146148
"39",-91.5,18.7,"Lynch 1989",26.4,1343,"Mangrove",2.4,67,10.35,1.19,0.68,0,3.85,20.5086902877538,3.26690778689106
"40",-90.3,20.8,"Lynch 1989",26.5,869,"Mangrove",3,70,10.27,0.54,0.36,2.61,6.62,20.5086902877538,3.41318724003544
"41",110.57,19.99,"Zhang et al. 1996",24.1,1694,"Mangrove",2.3,86.05,10.37,1.41,1,1.81,9.91,20.5086902877538,4.19578231435785
"42",109.77,21.55,"Zhang et al. 1996",23,1470,"Mangrove",2.3,76.85,9.68,2.64,1.92,1.87,8.89,20.5086902877538,3.74719199138176
"43",109.77,21.55,"Zhang et al. 1996",23,1470,"Mangrove",2.3,190.88,9.68,2.64,1.92,1.87,8.89,20.5086902877538,9.30727400539949
"44",109.77,21.55,"Zhang et al. 1996",23,1470,"Mangrove",2.3,34.71,9.68,2.64,1.92,1.87,8.89,20.5086902877538,1.69245327288043
"45",109.77,21.55,"Zhang et al. 1996",23,1470,"Mangrove",2.3,76.85,9.68,2.64,1.92,1.87,8.89,20.5086902877538,3.74719199138176
"46",109.77,21.55,"Zhang et al. 1996",23,1470,"Mangrove",2.3,44.62,9.68,2.64,1.92,1.87,8.89,20.5086902877538,2.17566306643402
"47",146.3,-18.5,"Alongi et al 1999",24.1,2135,"Mangrove",1.8,67,3.54,2.28,1.89,0,6.8,20.5086902877538,3.26690778689106
"48",99.16,10.28,"Alongi et al 2001",26.5,2034,"Mangrove",0.08,228,6.81,1.29,0.84,2.1,1,20.5086902877538,11.1172384389726
"49",99.16,10.28,"Alongi et al 2001",26.5,2034,"Mangrove",0.08,228,6.81,1.29,0.84,2.1,1,20.5086902877538,11.1172384389726
"50",99.21,10.37,"Alongi et al 2001",26.8,1942,"Mangrove",0.08,222,6.81,1.29,0.84,2.57,1,20.5086902877538,10.8246795326838
"51",99.21,10.37,"Alongi et al 2001",26.8,1942,"Mangrove",0.08,222,6.81,1.29,0.84,2.57,1,20.5086902877538,10.8246795326838
"52",146.15,-18.36,"Brunskill et al 2002",23.2,1998,"Mangrove",1.48,26.88,3.54,2.28,1.89,1.29,6.94,20.5086902877538,1.31066390017361
"53",146.15,-18.36,"Brunskill et al 2002",23.2,1998,"Mangrove",1.48,174.72,3.54,2.28,1.89,1.29,6.94,20.5086902877538,8.51931535112845
"54",146.14,-18.37,"Brunskill et al 2002",23.2,1998,"Mangrove",1.48,312,3.54,2.28,1.89,0.82,6.93,20.5086902877538,15.2130631270151
"55",146.16,-18.37,"Brunskill et al 2002",23.2,1998,"Mangrove",1.48,84,3.54,2.28,1.89,0.59,6.93,20.5086902877538,4.09582468804252
"56",146.16,-18.39,"Brunskill et al 2002",23.2,1998,"Mangrove",1.48,341.04,3.54,2.28,1.89,1.21,6.93,20.5086902877538,16.6290482334527
"57",146.15,-18.38,"Brunskill et al 2002",23.2,1998,"Mangrove",1.48,294,3.54,2.28,1.89,1.07,6.93,20.5086902877538,14.3353864081488
"58",146.15,-18.38,"Brunskill et al 2002",23.2,1998,"Mangrove",1.48,99.84,3.54,2.28,1.89,1.07,6.93,20.5086902877538,4.86818020064483
"59",146.23,-18.28,"Brunskill et al 2002",23.8,2397,"Mangrove",1.48,154.56,4.26,2.18,1.81,3.16,6.99,20.5086902877538,7.53631742599824
"60",146.23,-18.27,"Brunskill et al 2002",23.8,2397,"Mangrove",1.48,141.12,4.26,2.18,1.81,3.01,6.99,20.5086902877538,6.88098547591144
"61",146.28,-18.25,"Brunskill et al 2002",23.8,2397,"Mangrove",1.48,70.56,4.26,2.18,1.81,0.87,6.99,20.5086902877538,3.44049273795572
"62",146.23,-18.25,"Brunskill et al 2002",23.8,2397,"Mangrove",1.48,97.44,4.26,2.18,1.81,1.76,7.01,20.5086902877538,4.75115663812933
"63",-86.23,16.43,"Cahoon 2003",26.6,2275,"Mangrove",1.5,106.91,0.36,0.21,0.14,3.23,2.85,20.5086902877538,5.21291211188841
"64",-86.23,16.43,"Cahoon 2003",26.6,2275,"Mangrove",1.5,106.91,0.36,0.21,0.14,3.23,2.85,20.5086902877538,5.21291211188841
"65",-86.14,16.45,"Cahoon 2003",26.7,2332,"Mangrove",1.5,748.4,0.36,0.21,0.14,NA,2.89,20.5086902877538,36.4918475777503
"66",-86.14,16.45,"Cahoon 2003",26.7,2332,"Mangrove",1.5,106.91,0.36,0.21,0.14,NA,2.89,20.5086902877538,5.21291211188841
"67",-86.23,16.43,"Cahoon 2003",26.6,2275,"Mangrove",1.5,106.91,0.36,0.21,0.14,3.23,2.85,20.5086902877538,5.21291211188841
"68",-86.23,16.43,"Cahoon 2003",26.6,2275,"Mangrove",1.5,106.91,0.36,0.21,0.14,3.23,2.85,20.5086902877538,5.21291211188841
"69",-90.3,20.8,"Gonneea et al 2004",26.5,869,"Mangrove",3,69,10.27,0.54,0.36,2.61,6.62,20.5086902877538,3.36442742232064
"70",-89.7,21.3,"Gonneea et al 2004",25.5,532,"Mangrove",4.67,75,21.34,0.49,0.31,0,6.28,20.5086902877538,3.6569863286094
"71",-91.8,18.5,"Gonneea et al 2004",25.5,532,"Mangrove",4.67,40,23.44,0.99,0.79,0,2.67,20.5086902877538,1.95039270859168
"72",100.5,4.8,"Alongi et al 2004",27.4,2862,"Mangrove",0.9,842,2.1,2.23,1.73,0,NA,20.5086902877538,41.0557665158548
"73",100.5,4.8,"Alongi et al 2004",27.4,2862,"Mangrove",0.9,949,2.1,2.23,1.73,0,NA,20.5086902877538,46.2730670113376
"74",100.5,4.8,"Alongi et al 2004",27.4,2862,"Mangrove",0.9,1129,2.1,2.23,1.73,0,NA,20.5086902877538,55.0498342000001
"75",136.9,-4.8,"Brunskill et al 2004",26.1,3369,"Mangrove",3.48,558,15.1,1.85,1.42,NA,NA,20.5086902877538,27.2079782848539
"76",136.9,-4.8,"Brunskill et al 2004",26.1,3369,"Mangrove",3.48,412,15.1,1.85,1.42,NA,NA,20.5086902877538,20.0890448984943
"77",136.9,-4.8,"Brunskill et al 2004",26.1,3369,"Mangrove",3.48,637,15.1,1.85,1.42,NA,NA,20.5086902877538,31.0600038843225
"78",136.9,-4.8,"Brunskill et al 2004",26.1,3369,"Mangrove",3.48,717,15.1,1.85,1.42,NA,NA,20.5086902877538,34.9607893015058
"79",-48.7,-25.8,"Gonneea et al 2004",20.3,1937,"Mangrove",5.6,296,3.66,1.37,1.11,NA,NA,20.5086902877538,14.4329060435784
"80",117.91,24.39,"Alongi et al 2005",21.4,1260,"Mangrove",1.12,149,12.99,3.59,2.55,0,9.95,20.5086902877538,7.265212839504
"81",117.91,24.39,"Alongi et al 2005",21.4,1260,"Mangrove",1.12,189,12.99,3.59,2.55,0,9.95,20.5086902877538,9.21560554809568
"82",117.92,24.4,"Alongi et al 2005",21.4,1260,"Mangrove",1.12,199,12.99,3.59,2.55,0,9.95,20.5086902877538,9.7032037252436
"83",117.92,24.4,"Alongi et al 2005",21.4,1260,"Mangrove",1.12,216,12.99,3.59,2.55,0,9.95,20.5086902877538,10.5321206263951
"84",117.91,24.4,"Alongi et al 2005",21.4,1260,"Mangrove",0.8,1020,12.99,3.59,2.55,0,9.94,20.5086902877538,49.7350140690878
"85",117.91,24.4,"Alongi et al 2005",21.4,1260,"Mangrove",0.8,667,12.99,3.59,2.55,0,9.94,20.5086902877538,32.5227984157662
"86",124.2,24.3,"Tateda et al 2005",24,2085,"Mangrove",2.18,22,1.22,1.14,0.92,0,10,20.5086902877538,1.07271598972542
"87",124.2,24.3,"Tateda et al 2005",24,2085,"Mangrove",2.18,230,1.22,1.14,0.92,0,10,20.5086902877538,11.2147580744022
"88",-92.76,15.13,"Adame et al 2005",26.7,3316,"Mangrove",1.17,100,2.13,1.46,1.08,NA,1,20.5086902877538,4.8759817714792
"89",-92.78,15.16,"Adame et al 2005",26.7,3316,"Mangrove",1.17,140,2.13,1.46,1.08,NA,1,20.5086902877538,6.82637448007087
"90",-92.81,15.18,"Adame et al 2005",27.4,2938,"Mangrove",1.17,170,2.13,1.46,1.08,7.52,1,20.5086902877538,8.28916901151463
"91",-92.84,15.18,"Adame et al 2005",27.3,2659,"Mangrove",1.17,180,2.13,1.46,1.08,3.5,1,20.5086902877538,8.77676718866255
"92",-92.85,15.18,"Adame et al 2005",27.3,2659,"Mangrove",1.17,130,2.13,1.46,1.08,6.7,1,20.5086902877538,6.33877630292295
"93",-92.87,15.18,"Adame et al 2005",27.3,2659,"Mangrove",1.17,150,2.13,1.46,1.08,9.29,1,20.5086902877538,7.31397265721879
"94",-92.83,15.17,"Adame et al 2005",27.4,2938,"Mangrove",1.17,40,2.13,1.46,1.08,6.08,1,20.5086902877538,1.95039270859168
"95",-48.3,-25.3,"Sanders et al. 2008",21.5,2241,"Mangrove",1.8,296,3.83,1.49,1.18,NA,NA,20.5086902877538,14.4329060435784
"96",151.72,-32.87,"Howe 2009",17.8,1119,"Mangrove",0.65,105,2.05,1.11,0.92,0.1,NA,20.5086902877538,5.11978086005316
"97",151.7,-32.85,"Howe 2009",17.8,1119,"Mangrove",0.65,89,2.05,1.11,0.92,0.8,NA,20.5086902877538,4.33962377661648
"98",108.55,21.75,"Li et al 2010",22.8,2078,"Mangrove",2.9,65.88,13.34,2.48,1.78,0,8.27,20.5086902877538,3.21229679105049
"99",108.51,21.87,"Li et al 2010",22.7,2051,"Mangrove",2.9,27,13.34,2.48,1.78,0.61,8.21,20.5086902877538,1.31651507829938
"100",108.6,21.85,"Li et al 2010",22.7,2051,"Mangrove",2.9,181.44,13.34,2.48,1.78,0.02,8.29,20.5086902877538,8.84698132617185
"101",153.03,-27.16,"Morelli 2012",20.2,1414,"Mangrove",0.09,54.43,8.1,1.27,1.09,0.84,1.05,20.5086902877538,2.65399687821613
"102",153.05,-27.2,"Morelli 2012",20.3,1437,"Mangrove",0.09,46.27,0.1,1.27,1.13,2.42,1.05,20.5086902877538,2.25611676566342
"103",153.01,-27.28,"Morelli 2012",20.3,1437,"Mangrove",0.09,119.75,4.74,1.27,1.12,1.99,1.04,20.5086902877538,5.83898817134634
"104",153.33,-27.62,"Morelli 2012",19.9,1463,"Mangrove",0.09,216.36,3.96,1.26,1.03,0,1.64,20.5086902877538,10.5496741607724
"105",88.12,21.92,"Banerjee  2012",26.3,1549,"Mangrove",1.45,20.09,25,2.58,1.97,0.53,5,20.5086902877538,0.97958473789017
"106",88.47,21.78,"Banerjee  2012",26.2,1636,"Mangrove",1.45,58.32,17.52,2.22,1.58,2.72,5,20.5086902877538,2.84367256912667
"107",88.33,21.69,"Banerjee  2012",26.2,1651,"Mangrove",1.45,66.3,21.07,2.14,1.63,1.19,5,20.5086902877538,3.23277591449071
"108",88.77,22.08,"Banerjee  2012",26.2,1672,"Mangrove",1.45,34.3,12.11,2.48,1.91,2.43,4.66,20.5086902877538,1.67246174761736
"109",110.16,20.99,"Yang et al 2014",23.7,1244,"Mangrove",2.3,292.23,11.31,2.16,2.11,2.26,9.35,20.5086902877538,14.2490815307937
"110",109.76,21.57,"Yang et al 2014",23,1470,"Mangrove",2.3,436.42,9.68,2.64,1.92,2.44,8.89,20.5086902877538,21.2797596470895
"111",110.18,20.88,"Yang et al 2014",23.7,1302,"Mangrove",2.3,243.97,11.31,2.16,2.11,0.75,9.43,20.5086902877538,11.8959327278778
"112",110.42,21.16,"Yang et al 2014",23.6,1403,"Mangrove",2.3,405.29,11.02,2.29,2.19,6.92,9.21,20.5086902877538,19.761866521628
"113",-48,-25.1,"Sanders et al. 2014",22,2412,"Mangrove",3.2,250,3.03,1.53,1.23,0,NA,20.5086902877538,12.189954428698
"114",-46.36,-23.88,"Sanders et al. 2014",21.3,2671,"Mangrove",3.2,1023,0.7,1.42,1.13,0.54,NA,20.5086902877538,49.8812935222322
"115",108.58,21.85,"Xia et al 2015",22.7,2051,"Mangrove",2.3,236.75,13.34,2.48,1.78,0.29,8.27,20.5086902877538,11.543886843977
"116",108.57,21.87,"Xia et al 2015",22.7,2051,"Mangrove",2.3,118.37,13.34,2.48,1.78,0,8.26,20.5086902877538,5.77169962289992
"117",108.6,21.86,"Xia et al 2015",22.7,2051,"Mangrove",2.3,118.37,13.34,2.48,1.78,0.03,8.29,20.5086902877538,5.77169962289992
"118",109.67,21.57,"Xia et al 2015",23,1470,"Mangrove",2.3,43.25,9.9,2.62,1.87,1.47,8.87,20.5086902877538,2.10886211616475
"119",109.76,21.49,"Xia et al 2015",23,1452,"Mangrove",2.3,75.12,9.68,2.64,1.92,1.31,8.92,20.5086902877538,3.66283750673517
"120",109.76,21.5,"Xia et al 2015",23,1452,"Mangrove",2.3,70.57,9.68,2.64,1.92,2.44,8.92,20.5086902877538,3.44098033613287
"121",109.76,21.5,"Xia et al 2015",23,1452,"Mangrove",2.3,59.19,9.68,2.64,1.92,2.44,8.92,20.5086902877538,2.88609361053854
"122",109.76,21.49,"Xia et al 2015",23,1452,"Mangrove",2.3,50.08,9.68,2.64,1.92,1.44,8.92,20.5086902877538,2.44189167115678
"123",153.41,-27.52,"Lovelock et al 2015",19.9,1463,"Mangrove",0.09,122.11,1.95,1.17,1,2.1,1.57,20.5086902877538,5.95406134115325
"124",153.44,-27.42,"Lovelock et al 2015",20,1472,"Mangrove",0.09,103.9,1.95,1.17,1,NA,1.5,20.5086902877538,5.06614506056688
"125",153.44,-27.44,"Lovelock et al 2015",20,1472,"Mangrove",0.09,124.36,1.95,1.17,1,2.68,1.49,20.5086902877538,6.06377093101153
"126",153.26,-27.5,"Lovelock et al 2015",19.9,1314,"Mangrove",0.09,94.86,3.83,1.26,1.04,2.31,1.53,20.5086902877538,4.62535630842516
"127",153.1,-27.35,"Lovelock et al 2015",20.2,1516,"Mangrove",0.09,103.19,6.55,1.3,1.13,1.56,1.08,20.5086902877538,5.03152558998938
"128",153.04,-27.3,"Lovelock et al 2015",20.3,1437,"Mangrove",0.09,16.07,6.55,1.3,1.13,4.94,1.04,20.5086902877538,0.783570270676707
"129",153.39,-27.78,"Sanders et al., 2016",20.2,1472,"Mangrove",0.09,150,1.18,1.16,1,1.33,2.05,20.5086902877538,7.31397265721879
"130",153.39,-27.78,"Sanders et al., 2016",20.2,1472,"Mangrove",0.09,150,1.18,1.16,1,1.02,2.05,20.5086902877538,7.31397265721879
"131",108.5,21.81,"Xia et al 2016",22.8,2078,"Mangrove",2.3,86.5,13.34,2.48,1.78,0,8.22,20.5086902877538,4.2177242323295
"132",108.5,21.81,"Xia et al 2016",22.8,2078,"Mangrove",2.3,186.67,13.34,2.48,1.78,0,8.22,20.5086902877538,9.10199517282021
"133",108.57,21.87,"Meng et al 2016",22.7,2051,"Mangrove",2.9,107.4,13.34,2.48,1.78,0,8.26,20.5086902877538,5.23680442256866
"134",108.5,21.81,"Meng et al 2016",22.8,2078,"Mangrove",2.9,22.8,13.34,2.48,1.78,0,8.22,20.5086902877538,1.11172384389726
"135",106.89,10.53,"MacKenzie et al 2016",27,1757,"Mangrove",-1.25,227.6,14.97,2.94,1.92,0.57,NA,20.5086902877538,11.0977345118866
"136",106.88,10.42,"MacKenzie et al 2016",26.9,1523,"Mangrove",-1.25,182.9,22.84,2.91,1.95,2.09,NA,20.5086902877538,8.91817066003545
"137",105.11,8.65,"MacKenzie et al 2016",26.6,2320,"Mangrove",-1.25,388.6,28.71,2.32,1.25,-2,1,20.5086902877538,18.9480651639682
"138",105.11,8.65,"MacKenzie et al 2016",26.6,2320,"Mangrove",-1.25,274.5,28.71,2.32,1.25,-2,1,20.5086902877538,13.3845699627104
"139",105.11,8.65,"MacKenzie et al 2016",26.6,2320,"Mangrove",-1.25,602.7,28.71,2.32,1.25,-2,1,20.5086902877538,29.3875421367051
"140",105.11,8.65,"MacKenzie et al 2016",26.6,2320,"Mangrove",-1.25,233.7,28.71,2.32,1.25,-2,1,20.5086902877538,11.3951693999469
"141",105.08,8.63,"MacKenzie et al 2016",26.6,2320,"Mangrove",-1.25,121,28.71,2.32,1.25,0.97,1,20.5086902877538,5.89993794348983
"142",105.08,8.63,"MacKenzie et al 2016",26.6,2320,"Mangrove",-1.25,206.8,28.71,2.32,1.25,0.97,1,20.5086902877538,10.083530303419
"143",134.62,7.63,"MacKenzie et al 2016",27.3,3482,"Mangrove",1.73,322.3,2.9,1.11,0.83,1.83,1.85,20.5086902877538,15.7152892494774
"144",134.62,7.63,"MacKenzie et al 2016",27.3,3482,"Mangrove",1.73,369.7,2.9,1.11,0.83,1.83,1.85,20.5086902877538,18.0265046091586
"145",134.54,7.58,"MacKenzie et al 2016",27.3,3482,"Mangrove",1.73,280.6,2.9,1.11,0.83,3.47,1.85,20.5086902877538,13.6820048507706
"146",134.54,7.58,"MacKenzie et al 2016",27.3,3482,"Mangrove",1.73,153.8,2.9,1.11,0.83,3.47,1.85,20.5086902877538,7.499259964535
"147",134.58,7.39,"MacKenzie et al 2016",27.3,3482,"Mangrove",1.73,69.8,1.57,1.11,0.84,3.44,1.85,20.5086902877538,3.40343527649248
"148",134.58,7.39,"MacKenzie et al 2016",27.3,3482,"Mangrove",1.73,157.5,1.57,1.11,0.84,3.44,1.85,20.5086902877538,7.67967129007973
"149",134.51,7.41,"MacKenzie et al 2016",27.3,3482,"Mangrove",1.73,141,1.57,1.11,0.84,2.31,1.85,20.5086902877538,6.87513429778567
"150",134.51,7.41,"MacKenzie et al 2016",27.3,3482,"Mangrove",1.73,136.4,1.57,1.11,0.84,2.31,1.85,20.5086902877538,6.65083913629762
"151",134.63,7.58,"MacKenzie et al 2016",27.3,3482,"Mangrove",1.73,251.9,2.9,1.11,0.83,9.11,1.85,20.5086902877538,12.2825980823561
"152",134.51,7.38,"MacKenzie et al 2016",27.3,3482,"Mangrove",1.73,356.7,1.57,1.11,0.84,3.4,1.85,20.5086902877538,17.3926269788663
"153",134.51,7.38,"MacKenzie et al 2016",27.3,3482,"Mangrove",1.73,119.5,1.57,1.11,0.84,3.4,1.85,20.5086902877538,5.82679821691764
"154",109.75,21.57,"Zhu, et al 2016",23,1470,"Mangrove",2.9,80.47,9.68,2.64,1.92,2.88,8.88,20.5086902877538,3.92370253150931
"155",109.75,21.56,"Zhu, et al 2016",23,1470,"Mangrove",2.9,105.42,9.68,2.64,1.92,1.45,8.88,20.5086902877538,5.14025998349337
"156",109.75,21.56,"Zhu, et al 2016",23,1470,"Mangrove",2.9,34.58,9.68,2.64,1.92,0.83,8.89,20.5086902877538,1.68611449657751
"157",109.78,21.53,"Zhu, et al 2016",23,1470,"Mangrove",2.9,83.97,9.68,2.64,1.92,0.8,8.9,20.5086902877538,4.09436189351108
"158",109.78,21.53,"Zhu, et al 2016",23,1470,"Mangrove",2.9,150.56,9.68,2.64,1.92,0.8,8.9,20.5086902877538,7.34127815513908
"159",109.78,21.52,"Zhu, et al 2016",23,1470,"Mangrove",2.9,69.09,9.68,2.64,1.92,0.68,8.91,20.5086902877538,3.36881580591498
"160",175.86,-37.2,"Perez et al 2017",14.2,2148,"Mangrove",3.86,43.8,2.7,1.76,1.09,1.68,1,20.5086902877538,2.13568001590789
"161",175.86,-37.2,"Perez et al 2017",14.2,2148,"Mangrove",3.86,47.5,2.7,1.76,1.09,2.47,1,20.5086902877538,2.31609134145262
"162",175.86,-37.2,"Perez et al 2017",14.2,2148,"Mangrove",3.86,79.5,2.7,1.76,1.09,2.5,1,20.5086902877538,3.87640550832596
"163",153.13,-30.3,"Sanders own data",18.3,1790,"Mangrove",0.99,144.74,0.88,1.14,0.96,0,1,20.5086902877538,7.05749601603899
"164",153.12,-30.3,"Sanders own data",18.3,1790,"Mangrove",0.99,35.34,0.88,1.14,0.96,3.45,1,20.5086902877538,1.72317195804075
"165",153.13,-30.3,"Sanders own data",18.3,1790,"Mangrove",0.99,70,0.88,1.14,0.96,2.3,1,20.5086902877538,3.41318724003544
"166",153.13,-30.3,"Sanders own data",18.3,1790,"Mangrove",0.99,46.82,0.88,1.14,0.96,1.7,1,20.5086902877538,2.28293466540656
"167",153.12,-30.3,"Sanders own data",18.3,1790,"Mangrove",0.99,23.87,0.88,1.14,0.96,3.45,1,20.5086902877538,1.16389684885208
"168",153.13,-30.3,"Sanders own data",18.3,1790,"Mangrove",0.99,87.72,0.88,1.14,0.96,0.65,1,20.5086902877538,4.27721120994155
"169",130.91,-12.52,"Sanders own data",27.4,1569,"Mangrove",3.49,168.07,5.13,5.26,4.05,2.81,1.59,20.5086902877538,8.19506256332508
"170",130.9,-12.53,"Sanders own data",27.4,1569,"Mangrove",3.49,267.49,5.13,5.26,4.05,4.2,1.59,20.5086902877538,13.0427636405297
"171",146.27,-18.28,"Sanders own data",23.8,2397,"Mangrove",1.95,190.26,4.26,2.18,1.81,1.8,6.97,20.5086902877538,9.27704291841632
"172",146.27,-18.28,"Sanders own data",23.8,2397,"Mangrove",1.95,142.64,4.26,2.18,1.81,0.77,6.98,20.5086902877538,6.95510039883792
"173",151.87,-24.2,"Sanders own data",22.1,1176,"Mangrove",1.58,47.98,2.23,1.92,1.55,1.84,5.88,20.5086902877538,2.33949605395572
"174",151.87,-24.2,"Sanders own data",22.1,1176,"Mangrove",1.58,65.59,2.23,1.92,1.55,3.18,5.89,20.5086902877538,3.1981564439132
"175",153.38,-27.78,"Sanders own data",20.2,1472,"Mangrove",0.99,99.16,1.18,1.16,1,2.81,2.05,20.5086902877538,4.83502352459877
"176",153.38,-27.78,"Sanders own data",20.2,1472,"Mangrove",0.99,59.04,1.18,1.16,1,2.1,2.04,20.5086902877538,2.87877963788132
