"study_id","site_id","core_id","core_year","core_month","core_day","core_latitude","core_longitude","core_position_method","core_position_notes","core_elevation_notes","salinity_class","vegetation_class","vegetation_method","inundation_class","core_length_flag","depth_min","depth_max","sample_id","dry_bulk_density","fraction_organic_matter","total_pb210_activity","total_pb210_activity_sd","ra226_activity","ra226_activity_sd","excess_pb210_activity","excess_pb210_activity_sd","delta_c13","core_diameter","decompressed_depth_max","wet_weight","dry_weight","accumulated_mass","mid_section_accumulated_mass","cn_ratio","delta_n15","k40_activity","k40_activity_sd","fraction_organic_carbon","fraction_estimated_organic_carbon","fraction_inorganic_carbon","fraction_nitrogen","fraction_h2o","Habitat_type"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",10,11,"MB1011",0.731826259325153,0.324370648098553,NA,NA,NA,NA,NA,NA,NA,10,15.6933333333333,111.5175,57.4775,5.04906324563591,4.68315011597333,NA,NA,NA,NA,NA,0.147402142474558,0.0292447777182658,NA,0.484587620777008,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",11,12,"MB1012",0.799817251014011,0.321111652852266,17.5901966836787,1.03193793717899,NA,NA,NA,NA,NA,10,17.12,120.0375,62.8175,5.84888049664992,5.44897187114291,NA,NA,NA,NA,NA,0.145730277913213,0.0320819112627983,NA,0.476684369467875,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",12,13,"MB1013",0.642062871421324,0.322102106841316,NA,NA,NA,NA,NA,NA,NA,10,18.5466666666667,95.4075,50.4275,6.49094336807124,6.16991193236058,NA,NA,NA,NA,NA,0.146238380809595,0.0329046003314138,NA,0.471451405811912,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",13,14,"MB1014",0.712854990108599,0.322773699329716,18.1506848054032,1.18818625303241,19.4,1.66,NA,NA,NA,10,19.9733333333333,104.9175,55.9875,7.20379835817984,6.84737086312554,NA,NA,NA,NA,NA,0.146582907756144,0.034391956591127,NA,0.466366430767031,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",14,15,"MB1015",0.788867390929288,0.321401077752117,NA,NA,NA,NA,NA,NA,-26.4082328088251,10,21.4,115.5675,61.9575,7.99266574910913,7.59823205364448,16.8710643523881,0.727068138242388,NA,NA,0.137436479801481,0.137436479801481,0.0361816782140111,0.00950399787584821,0.463884742682848,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",15,16,"MB1016",0.801345138467693,0.317497648165569,NA,NA,NA,NA,NA,NA,NA,10,22.8266666666667,117.0175,62.9375,8.79401088757682,8.39333831834298,NA,NA,NA,NA,NA,0.143876293508937,0.0365945437441209,NA,0.462153096759032,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",16,17,"MB1017",0.70674344029387,0.320465818417081,NA,NA,NA,NA,NA,NA,NA,10,24.2533333333333,102.4575,55.5075,9.50075432787069,9.14738260772376,NA,NA,NA,NA,NA,0.145398964847962,0.0361224929911581,NA,0.458238781933973,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",17,18,"MB1018",0.755126542993807,0.319655709727684,17.2601822737058,1.08169929498724,NA,NA,NA,NA,NA,10,25.68,108.0075,59.3075,10.2558808708645,9.87831759936759,NA,NA,NA,NA,NA,0.144983379090302,0.0365808414335543,NA,0.450894613799968,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",18,19,"MB1019",0.842088803899218,0.319563912782557,NA,NA,NA,NA,NA,NA,NA,10,27.1066666666667,121.7475,66.1375,11.0979696747637,10.6769252728141,NA,NA,NA,NA,NA,0.144936287257452,0.0373074614922978,NA,0.456765025975893,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",19,20,"MB1020",0.68357048057969,0.329054842473745,16.8936995363844,0.900748982970245,NA,NA,NA,NA,-26.5168646409314,10,28.5333333333333,98.7975,53.6875,11.7815401553434,11.4397549150536,16.7533240342672,1.31716064890962,NA,NA,0.144799792992946,0.144799792992946,0.0369506028782575,0.0100835566410325,0.456590500771781,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",20,22,"MB1022",0.851717677956278,NA,NA,NA,NA,NA,NA,NA,NA,10,31.3866666666667,244.1575,133.7875,13.484975511256,12.6332578332997,NA,NA,NA,NA,NA,NA,NA,NA,0.452044274699733,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",22,24,"MB1024",0.663087239403764,NA,NA,NA,NA,NA,NA,NA,NA,10,34.24,189.4075,104.1575,14.8111499900635,14.1480627506597,NA,NA,NA,NA,NA,NA,NA,NA,0.450087773715402,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",24,26,"MB1026",0.599297938212532,NA,NA,NA,NA,NA,NA,NA,NA,10,37.0933333333333,171.6175,94.1375,16.0097458664886,15.410447928276,NA,NA,NA,NA,NA,NA,NA,NA,0.451469110084927,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",26,28,"MB1028",0.818422463861453,NA,NA,NA,NA,NA,NA,NA,NA,10,39.9466666666667,230.9575,128.5575,17.6465907942115,16.82816833035,NA,NA,NA,NA,NA,NA,NA,NA,0.443371615989955,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",28,30,"MB1030",0.838156403565304,0.32463036422647,NA,NA,NA,NA,NA,NA,-26.57505354457,10,42.8,237.1375,131.6573,19.3229036013421,18.4847471977768,18.1570438959066,1.40521209333024,NA,NA,0.154490143071978,0.154490143071978,0.0302199783627837,0.00992664341640301,0.444806072426335,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",30,32,"MB1032",0.644879913914051,NA,NA,NA,NA,NA,NA,NA,NA,10,45.6533333333333,182.7475,101.2975,20.6126634291702,19.9677835152561,NA,NA,NA,NA,NA,NA,NA,NA,0.445696931558571,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",32,34,"MB1034",0.867951482151651,NA,NA,NA,NA,NA,NA,NA,NA,10,48.5066666666667,244.2475,136.3375,22.3485663934735,21.4806149113218,NA,NA,NA,NA,NA,NA,NA,NA,0.441805955025128,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",34,36,"MB1036",0.734961611704063,NA,NA,NA,NA,NA,NA,NA,NA,10,51.36,211.7675,115.4475,23.8184896168816,23.0835280051775,NA,NA,NA,NA,NA,NA,NA,NA,0.454838443103876,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",36,38,"MB1038",0.873299088239539,NA,NA,NA,NA,NA,NA,NA,NA,10,54.2133333333333,254.4475,137.1775,25.5650877933607,24.6917887051211,NA,NA,NA,NA,NA,NA,NA,NA,0.460880928285796,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",38,40,"MB1040",0.558869399568329,0.380782918149467,NA,NA,NA,NA,NA,NA,-26.7713632346155,10,57.0666666666667,169.1475,87.787,26.6828265924973,26.123957192929,17.7984941109217,1.20023758751486,NA,NA,0.183266718438846,0.183266718438846,0.025599816324187,0.0120151051074884,0.481003266379935,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",40,42,"MB1042",0.711152032217516,NA,NA,NA,NA,NA,NA,NA,NA,10,59.92,222.0275,111.7075,28.1051306569324,27.3939786247148,NA,NA,NA,NA,NA,NA,NA,NA,0.49687538705791,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",42,44,"MB1044",0.68632386109518,NA,NA,NA,NA,NA,NA,NA,NA,10,62.7733333333333,227.8375,107.8075,29.4777783791227,28.7914545180275,NA,NA,NA,NA,NA,NA,NA,NA,0.526822845229604,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",44,46,"MB1046",0.539710327518926,NA,NA,NA,NA,NA,NA,NA,NA,10,65.6266666666667,183.8775,84.7775,30.5571990341606,30.0174887066417,NA,NA,NA,NA,NA,NA,NA,NA,0.538945765523242,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",46,48,"MB1048",0.482732857892028,NA,NA,NA,NA,NA,NA,NA,NA,10,68.48,168.2875,75.8275,31.5226647499446,31.0399318920526,NA,NA,NA,NA,NA,NA,NA,NA,0.549416920448637,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",48,50,"MB1050",0.324305571199949,0.469747899159663,NA,NA,NA,NA,NA,NA,-26.8931261167165,10,71.3333333333333,116.0575,50.9418,32.1712758923445,31.8469703211446,18.9954047544783,1.0258472771657,NA,NA,0.239977018573751,0.239977018573751,0.0168067226890756,0.0147389956652562,0.561064127695323,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",50,52,"MB1052",0.509216240422519,NA,NA,NA,NA,NA,NA,NA,NA,10,74.1866666666667,184.6275,79.9875,33.1897083731896,32.680492132767,NA,NA,NA,NA,NA,NA,NA,NA,0.566762806190844,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",52,54,"MB1054",0.400545245279373,NA,NA,NA,NA,NA,NA,NA,NA,10,77.04,146.2975,62.9175,33.9907988637483,33.5902536184689,NA,NA,NA,NA,NA,NA,NA,NA,0.569934551171414,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",54,56,"MB1056",0.4561858133843,NA,NA,NA,NA,NA,NA,NA,NA,10,79.8933333333333,167.9075,71.6575,34.9031704905169,34.4469846771326,NA,NA,NA,NA,NA,NA,NA,NA,0.573232285633459,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",56,58,"MB1058",0.447209474593917,NA,NA,NA,NA,NA,NA,NA,NA,10,82.7466666666667,166.7775,70.2475,35.7975894397047,35.3503799651108,NA,NA,NA,NA,NA,NA,NA,NA,0.578795101257664,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",58,60,"MB1060",0.477447640541832,0.481317411402157,NA,NA,NA,NA,NA,NA,-26.9980202831667,10,85.6,179.5775,74.9973,36.7524847207884,36.2750370802466,18.4274622623165,1.09003690145609,NA,NA,0.242618669785126,0.242618669785126,0.0155046224961483,0.0153605043776512,0.582368058359204,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",60,62,"MB1062",0.529206101274861,NA,NA,NA,NA,NA,NA,NA,NA,10,88.4533333333333,202.8875,83.1275,37.8108969233381,37.2816908220633,NA,NA,NA,NA,NA,NA,NA,NA,0.590277863347915,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",62,64,"MB1064",0.455549193611932,NA,NA,NA,NA,NA,NA,NA,NA,10,91.3066666666667,177.9575,71.5575,38.721995310562,38.2664461169501,NA,NA,NA,NA,NA,NA,NA,NA,0.597895564952306,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",64,66,"MB1066",0.431612290170911,NA,NA,NA,NA,NA,NA,NA,NA,10,94.16,173.0475,67.7975,39.5852198909038,39.1536076007329,NA,NA,NA,NA,NA,NA,NA,NA,0.608214507577399,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M1",2019,10,23,38.049846,-121.765356,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",66,68,"MB1068",0.456504123270483,NA,NA,NA,NA,NA,NA,NA,NA,10,97.0133333333333,189.0075,71.7075,40.4982281374448,40.0417240141743,NA,NA,NA,NA,NA,NA,NA,NA,0.620610293242332,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",0,1,"MB2001",0.128380997943555,0.79670617853771,55.3149497941598,2.3966731395742,NA,NA,40.1949497941598,2.77058516165023,-29.1914720249357,10,1.09183673469388,57.95302,10.08302,0.128380997943555,0.0641904989717777,22.1678460595869,4.41136352063561,NA,NA,0.378408852188652,0.378408852188652,0.174922600619192,0.0199151957765048,0.826013898844271,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",1,2,"MB2002",0.158429451199305,0.746383893666927,54.1492549580124,2.47505432989262,NA,NA,39.0292549580124,2.83866058836209,-29.0944570395762,10,2.18367346938776,63.61302,12.44302,0.286810449142861,0.207595723543208,20.9672918709383,3.7893020355112,NA,NA,0.338671278796531,0.338671278796531,0.100963391136797,0.0188153722197427,0.804395075096262,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",2,3,"MB2003",0.178037340188227,0.624882285235953,44.2401575435482,1.97371058105789,NA,NA,29.1201575435482,2.41404918296622,-28.4070593885446,10,3.27551020408163,57.66302,13.98302,0.464847789331087,0.375829119236974,21.8938938086932,2.85179874009952,NA,NA,0.288441607793621,0.288441607793621,0.0465829846583005,0.0153702768467316,0.757504549709675,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",3,4,"MB2004",0.320767493153038,0.481022808267997,30.1678343522692,1.38121570803606,NA,NA,15.0478343522692,1.95955526386105,-27.313226688418,10,4.36734693877551,78.89302,25.19302,0.785615282484126,0.625231535907607,18.8893818098025,1.73518262436967,NA,NA,0.218159743159993,0.218159743159993,0.0267811158798274,0.0134749894230149,0.680668581326967,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",4,5,"MB2005",0.52397652449277,0.44945253534602,26.6083820839507,1.30104987695388,NA,NA,11.4883820839507,1.90389883720793,-26.787024621814,10,5.45918367346939,116.15302,41.15302,1.3095918069769,1.04760354473051,18.4342855622894,0.904321037462783,NA,NA,0.191167920208287,0.191167920208287,0.0264529832013881,0.0120986104663176,0.645699956832806,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",5,6,"MB2006",0.660595127642853,0.425969031474547,23.6694626705114,1.29809589688746,15.12,1.39,8.5494626705114,1.90188142572455,NA,10,6.55102040816327,130.05302,51.88302,1.97018693461975,1.63988937079832,NA,NA,183,15,NA,0.199522113146442,0.0245063469675625,NA,0.601062551257941,"mangrove"
